brand_model_year,family car,fuel-efficient car,comfortable car,luxury car,sporty car,quiet car,commuter car,stylish car,affordable car,compact car,spacious car,sexy car
MASERATI LEVANTE 2017,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25
MAZDA 3 2016,0.0,1.0,0.6363636363636364,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.0,0.0
MAZDA 3 2017,0.0,0.4,0.4,0.4,0.2,0.2,0.0,1.0,0.0,0.2,0.0,0.0
MAZDA 6 2016,0.1111111111111111,0.5555555555555556,0.9444444444444444,0.3333333333333333,1.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.05555555555555555
MAZDA 6 2017,0.0,0.0,1.0,0.25,0.75,1.0,0.0,0.25,0.5,0.0,0.0,0.25
MAZDA CX-3 2016,0.0,0.47058823529411764,0.7058823529411765,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,1.0,0.0,0.0
MAZDA CX-3 2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MAZDA CX-5 2016,0.04285714285714286,0.8285714285714286,1.0,0.1,0.4857142857142857,0.21428571428571427,0.04285714285714286,0.38571428571428573,0.35714285714285715,0.2,0.08571428571428572,0.0
MAZDA CX-9 2016,0.25,0.20833333333333334,1.0,0.5,0.08333333333333333,0.6666666666666666,0.041666666666666664,0.16666666666666666,0.125,0.125,0.25,0.0
MAZDA MX-5-MIATA-RF 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAZDA MX-5-MIATA 2016,0.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,1.0,0.0,0.2222222222222222,1.0,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.0
MERCEDES-BENZ AMG-GT 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES-BENZ C-CLASS 2016,0.0,0.23529411764705882,1.0,0.23529411764705882,0.11764705882352941,0.0,0.0,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.0,0.0
MERCEDES-BENZ C-CLASS 2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES-BENZ CLA-CLASS 2016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
MERCEDES-BENZ CLA-CLASS 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES-BENZ CLS-CLASS 2016,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0
MERCEDES-BENZ E-CLASS 2016,0.0,0.0,0.6,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
MERCEDES-BENZ E-CLASS 2017,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0
MERCEDES-BENZ G-CLASS 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
MERCEDES-BENZ GL-CLASS 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
MERCEDES-BENZ GLA-CLASS 2016,0.14285714285714285,1.0,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
MERCEDES-BENZ GLA-CLASS 2017,0.0,0.0,0.2,0.4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
MERCEDES-BENZ GLC-CLASS 2016,0.0,0.8571428571428571,1.0,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.0
MERCEDES-BENZ GLC-CLASS 2017,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,1.0,0.5714285714285714,0.0,0.14285714285714285,0.0
MERCEDES-BENZ GLE-CLASS-COUPE 2016,0.0,0.0,1.0,0.0,0.75,0.25,0.0,0.125,0.0,0.0,0.0,0.0
MERCEDES-BENZ GLE-CLASS 2016,0.0,0.0,1.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0
MERCEDES-BENZ GLE-CLASS 2017,0.8,0.0,0.2,0.4,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
MERCEDES-BENZ GLS-CLASS 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MERCEDES-BENZ METRIS 2016,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
MERCEDES-BENZ SL-CLASS 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MINI CLUBMAN 2017,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
MINI COOPER-CLUBMAN 2016,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0
MINI COOPER-COUNTRYMAN 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINI COOPER 2016,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI I-MIEV 2017,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0
MITSUBISHI LANCER 2016,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI MIRAGE-G4 2017,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
MITSUBISHI MIRAGE 2017,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0
MITSUBISHI OUTLANDER-SPORT 2016,0.0,1.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0
MITSUBISHI OUTLANDER 2016,0.35714285714285715,1.0,0.42857142857142855,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.7142857142857143,0.07142857142857142,0.0,0.07142857142857142
NISSAN 370Z 2016,0.0,0.0,0.7142857142857143,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN ALTIMA 2016,0.041666666666666664,0.2916666666666667,1.0,0.125,0.16666666666666666,0.16666666666666666,0.0,0.041666666666666664,0.16666666666666666,0.0,0.08333333333333333,0.0
NISSAN ALTIMA 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN ARMADA 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
NISSAN FRONTIER 2016,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0
NISSAN JUKE 2016,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN LEAF 2016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0
NISSAN MAXIMA 2016,0.20833333333333334,0.4166666666666667,1.0,0.7083333333333334,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.5,0.20833333333333334,0.0,0.16666666666666666,0.0
NISSAN MAXIMA 2017,0.0,0.4,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0
NISSAN MURANO 2016,0.0,0.3076923076923077,1.0,0.23076923076923078,0.038461538461538464,0.2692307692307692,0.038461538461538464,0.15384615384615385,0.2692307692307692,0.11538461538461539,0.38461538461538464,0.0
NISSAN PATHFINDER 2016,0.0,0.25,0.5,0.5,0.0,0.0,0.0,1.0,0.625,0.0,0.625,0.0
NISSAN PATHFINDER 2017,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
NISSAN QUEST 2016,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSAN ROGUE 2016,0.0625,0.5625,1.0,0.0,0.34375,0.3125,0.09375,0.21875,0.28125,0.09375,0.125,0.0
NISSAN ROGUE 2017,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
NISSAN SENTRA 2016,0.125,1.0,0.875,0.375,1.0,0.125,0.125,0.0,0.125,0.375,0.375,0.0
NISSAN VERSA-NOTE 2016,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
NISSAN VERSA 2016,0.0,1.0,0.8571428571428571,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.0
NISSAN VERSA 2017,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PORSCHE 718-BOXSTER 2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE 718-CAYMAN 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE 911 2016,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE 911 2017,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
PORSCHE CAYENNE 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PORSCHE CAYMAN 2016,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE MACAN 2016,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
PORSCHE MACAN 2017,0.0,0.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORSCHE PANAMERA 2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RAM 1500 2016,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0
RAM 2500 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAM PROMASTER-CARGO-VAN 2016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAM PROMASTER-CITY 2016,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
RAM PROMASTER-CITY 2017,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SCION FR-S 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SCION IA 2016,0.0,0.5833333333333334,1.0,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.08333333333333333,1.0,0.16666666666666666,0.0
SCION IM 2016,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
SCION TC 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SMART FORTWO 2016,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0
SUBARU BRZ 2016,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
SUBARU CROSSTREK 2016,0.0,0.7058823529411765,1.0,0.058823529411764705,0.47058823529411764,0.29411764705882354,0.0,0.0,0.17647058823529413,0.35294117647058826,0.0,0.0
SUBARU CROSSTREK 2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
SUBARU FORESTER 2016,0.07142857142857142,0.4523809523809524,1.0,0.023809523809523808,0.21428571428571427,0.2619047619047619,0.0,0.11904761904761904,0.3333333333333333,0.023809523809523808,0.3333333333333333,0.0
SUBARU FORESTER 2017,0.15384615384615385,0.8461538461538461,0.8461538461538461,0.23076923076923078,0.0,1.0,0.15384615384615385,0.23076923076923078,0.46153846153846156,0.15384615384615385,0.5384615384615384,0.0
SUBARU IMPREZA 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SUBARU IMPREZA 2017,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
SUBARU LEGACY 2016,0.07692307692307693,0.46153846153846156,1.0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0
SUBARU LEGACY 2017,0.0,0.0,1.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.25,0.0,0.25,0.0
SUBARU OUTBACK 2016,0.0547945205479452,0.5616438356164384,1.0,0.0958904109589041,0.0273972602739726,0.3561643835616438,0.0410958904109589,0.0958904109589041,0.273972602739726,0.0,0.2191780821917808,0.0136986301369863
SUBARU OUTBACK 2017,0.03225806451612903,0.2903225806451613,1.0,0.12903225806451613,0.03225806451612903,0.41935483870967744,0.1935483870967742,0.0,0.25806451612903225,0.03225806451612903,0.1935483870967742,0.0
SUBARU WRX 2016,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0
SUBARU WRX 2017,0.0,0.8333333333333334,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0
TESLA MODEL-S 2016,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
TESLA MODEL-X 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0
TOYOTA 4RUNNER 2016,0.23076923076923078,0.7692307692307693,1.0,0.07692307692307693,0.0,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.0
TOYOTA 4RUNNER 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA AVALON-HYBRID 2016,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA AVALON 2016,0.0,0.16666666666666666,1.0,0.0,0.05555555555555555,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0
TOYOTA CAMRY-HYBRID 2016,0.0,1.0,0.5,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0
TOYOTA CAMRY-HYBRID 2017,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA CAMRY 2016,0.03225806451612903,0.06451612903225806,1.0,0.12903225806451613,0.03225806451612903,0.25806451612903225,0.0,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.1935483870967742,0.0
TOYOTA CAMRY 2017,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.0,0.5,0.0
TOYOTA COROLLA-IM 2017,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0
TOYOTA COROLLA 2016,0.0,0.9565217391304348,1.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.5217391304347826,0.17391304347826086,0.13043478260869565,0.0
TOYOTA COROLLA 2017,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.0
TOYOTA HIGHLANDER-HYBRID 2016,0.0,0.5,0.75,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
TOYOTA HIGHLANDER-HYBRID 2017,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA HIGHLANDER 2016,0.11538461538461539,0.23076923076923078,1.0,0.11538461538461539,0.038461538461538464,0.34615384615384615,0.0,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.3076923076923077,0.0
TOYOTA HIGHLANDER 2017,0.125,0.0,1.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0,1.0,0.0
TOYOTA LAND-CRUISER 2016,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
TOYOTA MIRAI 2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA PRIUS-C 2016,0.0,1.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
TOYOTA PRIUS-PRIME 2017,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
TOYOTA PRIUS-V 2016,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
TOYOTA PRIUS-V 2017,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA PRIUS 2016,0.07692307692307693,1.0,0.6153846153846154,0.07692307692307693,0.11538461538461539,0.19230769230769232,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.0
TOYOTA PRIUS 2017,0.0,0.4,0.4,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.2,0.0
TOYOTA RAV4-HYBRID 2016,0.0,1.0,0.8260869565217391,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.2608695652173913,0.30434782608695654,0.0,0.0
TOYOTA RAV4-HYBRID 2017,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.75,0.0,0.0,0.5,0.0
TOYOTA RAV4 2016,0.07692307692307693,0.6923076923076923,1.0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.0,0.07692307692307693,0.3076923076923077,0.46153846153846156,0.7692307692307693,0.0
TOYOTA RAV4 2017,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0
TOYOTA SEQUOIA 2016,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0
TOYOTA SIENNA 2016,0.3333333333333333,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0
TOYOTA SIENNA 2017,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
TOYOTA TACOMA 2016,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
TOYOTA TACOMA 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOYOTA TUNDRA 2016,0.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0
TOYOTA TUNDRA 2017,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
TOYOTA YARIS-IA 2017,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN BEETLE-CONVERTIBLE 2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN BEETLE 2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN CC 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN E-GOLF 2016,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN EOS 2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
VOLKSWAGEN GOLF-ALLTRACK 2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN GOLF-GTI 2016,0.0,0.5,0.6111111111111112,0.1111111111111111,1.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0
VOLKSWAGEN GOLF-GTI 2017,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VOLKSWAGEN GOLF-R 2016,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
VOLKSWAGEN GOLF-R 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN GOLF-SPORTWAGEN 2016,0.2,1.0,0.8,0.0,0.2,1.0,0.0,0.0,1.0,0.2,0.2,0.0
VOLKSWAGEN GOLF-SPORTWAGEN 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLKSWAGEN GOLF 2016,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,1.0,0.16666666666666666,0.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.0
VOLKSWAGEN GOLF 2017,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
VOLKSWAGEN JETTA 2016,0.043478260869565216,1.0,0.6956521739130435,0.13043478260869565,0.2608695652173913,0.34782608695652173,0.08695652173913043,0.08695652173913043,0.391304347826087,0.391304347826087,0.391304347826087,0.0
VOLKSWAGEN JETTA 2017,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VOLKSWAGEN PASSAT 2016,0.5454545454545454,0.09090909090909091,1.0,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.0,0.7272727272727273,0.0
VOLKSWAGEN PASSAT 2017,0.0,0.125,1.0,0.125,0.5,0.25,0.0,0.125,0.0,0.0,0.75,0.0
VOLKSWAGEN TIGUAN 2016,0.0,0.6666666666666666,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0
VOLKSWAGEN TIGUAN 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VOLKSWAGEN TOUAREG 2016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VOLVO S60 2016,0.0,0.3333333333333333,0.5,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.5,0.0
VOLVO S60 2017,0.0,1.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
VOLVO S80 2016,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0
VOLVO V60 2016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLVO XC60 2016,0.0,1.0,0.4,0.0,0.2,0.2,0.0,0.6,0.6,0.0,0.0,0.0
VOLVO XC60 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
VOLVO XC70 2016,0.0,0.2857142857142857,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
VOLVO XC90 2016,0.3125,0.375,1.0,0.0625,0.0,0.125,0.0,0.8125,0.25,0.0625,0.0,0.0
VOLVO XC90 2017,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0
